year,month,week,severity_score,outbreak_relevance_score,cases_total,deaths,search_volume_avg,search_volume_max,spike_ratio_max,spike_ratio_avg,baseline_avg,entity_count,location_count,org_count,person_count,date_entity_count,numeric_entity_count,has_who_mention,urgency_score,containment_score,net_urgency,risk_keyword_count,response_keyword_count,escalation_language_flag,word_count,sentence_count,avg_sentence_length,has_disease_in_text,has_country_in_text,disease_risk_score,disease_fatality_weight,disease_outbreak_count,is_peak_season,season_risk,country_outbreak_count,disease_country_count,is_endemic_country,case_fatality_ratio,has_deaths,has_cases,log_cases,log_deaths,cases_per_death,has_trend_data,spike_alert,spike_warning,disease_encoded,season_encoded,spike_level_encoded,escalated
2017,1,2,2,4,0,30,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,2,0,2,0,2,0,0,1,9,2,4.5,1,1,0.65,0.55,108,1,0.3,19,12,1,0.0,1,0,0.0,3.434,0.0,0,0,0,14,0,0,1
2016,12,52,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,1,8.0,1,1,0.4,0.25,93,0,0.0,7,4,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,0,0,0
2016,11,47,2,4,0,32,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.7,0.6,39,1,0.3,12,2,0,0.0,1,0,0.0,3.4965,0.0,0,0,0,12,3,0,1
2016,11,46,2,4,0,15,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.5,0.35,51,0,0.0,28,2,0,0.0,1,0,0.0,2.7726,0.0,0,0,0,2,3,0,1
2016,10,41,0,2,26,0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,2,0,1,0,1,0,0,0,11,2,5.5,0,1,0.55,0.3,8,0,0.0,6,1,0,0.0,0,1,3.2958,0.0,0.0,0,0,0,9,3,0,0
2016,10,40,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,1,0,0,0,11,1,11.0,1,1,0.4,0.25,93,0,0.0,27,5,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2016,9,39,2,4,0,23,0.0,0.0,0.0,0.0,0.0,3,1,0,1,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.7,0.6,39,0,0.0,12,2,0,0.0,1,0,0.0,3.1781,0.0,0,0,0,12,3,0,1
2016,5,20,2,4,38,15,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,2,0,1,0,1,0,0,0,9,2,4.5,1,1,0.7,0.65,28,0,0.0,22,1,0,0.3947,1,1,3.6636,2.7726,2.53,0,0,0,5,1,0,1
2016,5,18,2,4,0,45,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,10,1,10.0,1,1,0.65,0.55,108,0,0.0,61,4,1,0.0,1,0,0.0,3.8286,0.0,0,0,0,14,1,0,1
2016,5,18,1,4,0,2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,6,1,6.0,1,1,0.65,0.55,108,0,0.0,62,2,0,0.0,1,0,0.0,1.0986,0.0,0,0,0,14,1,0,0
2016,4,17,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,2,0,2,0,2,0,0,1,13,3,4.3,0,1,0.5,0.4,32,0,0.0,1,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,4,1,0,0
2016,4,15,2,4,0,238,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,2,0,2,0,2,0,0,1,9,2,4.5,1,1,0.65,0.55,108,0,0.0,48,2,0,0.0,1,0,0.0,5.4765,0.0,0,0,0,14,1,0,1
2016,4,15,2,4,0,21,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,2,0,2,0,2,0,0,1,13,2,6.5,1,1,0.65,0.55,108,0,0.0,61,4,1,0.0,1,0,0.0,3.091,0.0,0,0,0,14,1,0,1
2016,4,14,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.7,0.65,28,1,0.3,1,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,5,1,0,0
2016,4,14,0,2,2,0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,2,0,1,0,1,0,0,0,10,2,5.0,1,1,0.65,0.55,108,0,0.0,16,1,0,0.0,0,1,1.0986,0.0,0.0,0,0,0,14,1,0,0
2016,3,13,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.65,0.55,108,1,0.3,32,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,14,1,0,0
2016,3,12,1,4,0,1,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,6,2,3.0,1,1,0.7,0.65,28,1,0.3,8,5,1,0.0,1,0,0.0,0.6931,0.0,0,0,0,5,1,0,0
2016,3,12,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,2,0,2,0,2,0,0,1,9,2,4.5,1,1,0.7,0.65,28,1,0.3,7,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,5,1,0,0
2016,2,8,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.5,0.35,51,0,0.0,1,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0
2016,2,7,1,5,71,2,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,2,0,1,0,1,0,0,0,9,2,4.5,1,1,0.7,0.65,28,1,0.3,8,2,0,0.0282,1,1,4.2767,1.0986,35.5,0,0,0,5,0,0,0
2016,2,6,2,4,0,37,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,6,1,6.0,1,1,0.65,0.55,108,1,0.3,48,2,0,0.0,1,0,0.0,3.6376,0.0,0,0,0,14,0,0,1
2016,1,4,2,4,0,82,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,6,1,6.0,1,1,0.7,0.65,28,1,0.3,27,2,0,0.0,1,0,0.0,4.4188,0.0,0,0,0,5,0,0,1
2015,12,52,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,1,0,1,0,0,0,8,1,8.0,1,1,0.4,0.25,93,0,0.0,2,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,0,0,0
2015,12,51,1,2,19705,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,10,1,10.0,1,1,0.6,0.45,249,0,0.0,61,11,1,0.0,0,1,9.8887,0.0,0.0,0,0,0,0,0,0,1
2015,11,46,1,3,253,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,7.0,1,1,0.5,0.35,51,0,0.0,2,1,0,0.0,0,1,5.5373,0.0,0.0,0,0,0,2,3,0,1
2015,10,43,2,4,0,36,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,14,2,7.0,0,0,0.5,0.4,32,0,0.0,3,2,0,0.0,1,0,0.0,3.6109,0.0,0,0,0,4,3,0,1
2015,10,43,2,4,0,574,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,15,2,7.5,0,0,0.5,0.4,32,0,0.0,12,6,1,0.0,1,0,0.0,6.3544,0.0,0,0,0,4,3,0,1
2015,10,42,1,4,0,1,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,1,0,0.4,0.25,93,0,0.0,1,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,11,3,0,0
2015,9,40,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3.0,1,1,0.6,0.45,249,1,0.3,10,9,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0
2015,9,39,2,4,0,555,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,0,0.0,1,1,0,0.0,1,0,0.0,6.3208,0.0,0,0,0,4,3,0,1
2015,9,37,2,5,971,13,0.0,0.0,0.0,0.0,0.0,4,1,0,0,1,2,0,2,0,2,0,0,1,14,3,4.7,1,1,0.6,0.45,249,1,0.3,4,2,0,0.0134,1,1,6.8794,2.6391,74.69,0,0,0,0,3,0,1
2015,9,36,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,8,1,8.0,1,1,0.4,0.25,93,1,0.3,1,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2015,7,30,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,6,1,6.0,1,1,0.4,0.25,93,1,0.3,10,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,2,0,0
2015,7,30,2,4,0,573,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,7,1,7.0,0,1,0.5,0.5,104,0,0.0,12,5,1,0.0,1,0,0.0,6.3526,0.0,0,0,0,8,2,0,1
2015,7,28,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,2,5.0,0,1,0.5,0.4,32,0,0.0,11,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,2,0,0
2015,7,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,9.0,0,1,0.5,0.4,32,0,0.0,2,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,2,0,0
2015,6,25,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,11,1,11.0,0,1,0.5,0.4,32,0,0.0,2,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,2,0,0
2015,6,24,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,0,0,1,0,1,0,0,0,6,1,6.0,1,1,0.45,0.3,18,0,0.0,2,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,7,2,0,0
2015,5,22,0,2,0,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,0,1,0,1,0,0,0,11,1,11.0,0,1,0.5,0.4,32,0,0.0,32,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,1,0,0
2015,5,22,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,0,0,1,1,1,0,2,0,2,0,0,1,12,2,6.0,1,1,0.7,0.65,28,0,0.0,4,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,5,1,0,0
2015,5,20,2,4,0,423,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,0,3,0,3,0,0,1,10,1,10.0,0,1,0.5,0.5,104,0,0.0,12,5,1,0.0,1,0,0.0,6.0497,0.0,0,0,0,8,1,0,1
2015,5,20,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,1,0,1,0,1,0,0,0,11,2,5.5,1,1,0.9,0.9,165,1,0.3,1,1,0,0.0,0,1,0.6931,0.0,0.0,0,0,0,3,1,0,0
2015,5,19,2,3,0,422,0.0,0.0,0.0,0.0,0.0,4,1,1,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,0,0.0,3,1,0,0.0,1,0,0.0,6.0474,0.0,0,0,0,4,1,0,1
2015,4,18,2,4,0,147,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,6,1,6.0,0,1,0.5,0.5,104,1,0.3,12,5,1,0.0,1,0,0.0,4.9972,0.0,0,0,0,8,1,0,1
2015,3,12,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4.0,1,1,0.35,0.2,10,0,0.0,62,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,13,1,0,0
2015,3,11,2,4,0,50,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,6,1,6.0,0,1,0.5,0.5,104,1,0.3,27,5,1,0.0,1,0,0.0,3.9318,0.0,0,0,0,8,1,0,1
2015,3,11,2,4,0,383,0.0,0.0,0.0,0.0,0.0,4,2,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,1,0.3,8,1,0,0.0,1,0,0.0,5.9506,0.0,0,0,0,4,1,0,1
2015,3,10,1,1,23000,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,8,1,8.0,1,1,0.45,0.3,18,1,0.3,2,2,0,0.0,0,1,10.0433,0.0,0.0,0,0,0,7,1,0,1
2015,2,7,0,2,0,0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,0,0,1,0,1,0,0,0,12,2,6.0,0,1,0.5,0.4,32,1,0.3,11,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,0
2015,2,7,1,1,121,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,7,1,7.0,1,0,0.45,0.3,18,1,0.3,4,1,0,0.0,0,1,4.804,0.0,0.0,0,0,0,7,0,0,1
2015,2,7,2,3,0,359,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,15,2,7.5,0,1,0.5,0.4,32,1,0.3,3,3,1,0.0,1,0,0.0,5.8861,0.0,0,0,0,4,0,0,1
2015,1,3,2,3,0,350,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,13,3,4.3,0,1,0.5,0.4,32,1,0.3,1,1,0,0.0,1,0,0.0,5.8608,0.0,0,0,0,4,0,0,1
2015,1,2,2,3,0,348,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,1,0.3,1,1,0,0.0,1,0,0.0,5.8551,0.0,0,0,0,4,0,0,1
2014,12,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,9,1,9.0,1,1,0.9,0.9,165,0,0.0,5,1,0,0.0,0,1,0.6931,0.0,0.0,0,0,0,3,0,0,0
2014,11,47,2,4,119,40,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,2,0,1,0,1,0,0,0,8,2,4.0,1,1,0.8,0.75,26,0,0.0,10,1,0,0.3361,1,1,4.7875,3.7136,2.98,0,0,0,10,3,0,1
2014,11,46,0,2,0,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,0,1,0,1,0,0,0,9,1,9.0,1,1,0.4,0.25,93,0,0.0,3,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2014,10,44,2,4,0,319,0.0,0.0,0.0,0.0,0.0,4,2,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,0,0.0,1,1,0,0.0,1,0,0.0,5.7683,0.0,0,0,0,4,3,0,1
2014,10,44,1,4,1,1,0.0,0.0,0.0,0.0,0.0,4,0,1,0,1,2,0,2,0,2,0,0,1,13,3,4.3,1,1,0.9,0.9,165,0,0.0,10,1,0,1.0,1,1,0.6931,0.6931,1.0,0,0,0,3,3,0,0
2014,10,43,2,4,0,319,0.0,0.0,0.0,0.0,0.0,4,2,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,1,0.5,0.4,32,0,0.0,1,1,0,0.0,1,0,0.0,5.7683,0.0,0,0,0,4,3,0,1
2014,10,41,1,4,0,1,0.0,0.0,0.0,0.0,0.0,4,1,0,1,1,1,0,2,0,2,0,0,1,10,2,5.0,1,1,0.9,0.88,44,0,0.0,62,4,1,0.0,1,0,0.0,0.6931,0.0,0,0,0,6,3,0,0
2014,10,41,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,1,0,1,0,1,0,0,0,11,2,5.5,1,1,0.9,0.9,165,0,0.0,4,1,0,0.0,0,1,0.6931,0.0,0.0,0,0,0,3,3,0,0
2014,10,40,2,4,0,301,0.0,0.0,0.0,0.0,0.0,3,1,0,1,0,1,0,1,0,1,0,0,0,10,1,10.0,0,1,0.5,0.4,32,0,0.0,1,1,0,0.0,1,0,0.0,5.7104,0.0,0,0,0,4,3,0,1
2014,10,40,0,2,1,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,1,0,1,0,0,0,14,2,7.0,1,1,0.9,0.9,165,0,0.0,2,1,0,0.0,0,1,0.6931,0.0,0.0,0,0,0,3,3,0,0
2014,9,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,8.0,1,0,0.9,0.9,165,0,0.0,4,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,3,3,0,0
2014,9,36,2,4,771,494,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,2,0,2,0,2,0,0,1,12,2,6.0,1,0,0.9,0.9,165,0,0.0,7,3,1,0.6407,1,1,6.649,6.2046,1.56,0,0,0,3,3,0,1
2014,8,35,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,9.0,1,1,0.9,0.9,165,0,0.0,21,1,0,0.0,0,1,0.6931,0.0,0.0,0,0,0,3,2,0,0
2014,8,35,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,7.0,1,0,0.9,0.9,165,0,0.0,61,17,1,0.0,0,0,0.0,0.0,0.0,0,0,0,3,2,0,0
2014,8,32,2,5,485,384,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,2,0,1,0,1,0,0,0,12,2,6.0,1,0,0.9,0.9,165,0,0.0,7,3,1,0.7918,1,1,6.1862,5.9532,1.26,0,0,0,3,2,0,1
2014,7,30,1,3,1,1,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,2,0,1,0,1,0,0,0,12,2,6.0,1,0,0.9,0.9,165,0,0.0,27,1,0,1.0,1,1,0.6931,0.6931,1.0,0,0,0,3,2,0,0
2014,7,29,0,1,5,0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,1,0,1,0,1,0,0,0,12,2,6.0,1,0,0.4,0.25,93,1,0.3,3,3,1,0.0,0,1,1.7918,0.0,0.0,0,0,0,11,2,0,0
2014,7,29,2,4,0,288,0.0,0.0,0.0,0.0,0.0,4,2,0,0,1,1,0,2,0,2,0,0,1,16,3,5.3,0,1,0.5,0.4,32,0,0.0,3,3,1,0.0,1,0,0.0,5.6664,0.0,0,0,0,4,2,0,1
2014,6,26,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,9,1,9.0,1,0,0.4,0.25,93,1,0.3,3,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,2,0,0
2014,6,26,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,6.0,1,1,0.4,0.25,93,1,0.3,19,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,2,0,0
2014,6,24,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,0,0,0.5,0.4,32,0,0.0,6,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,4,2,0,0
2014,5,22,2,5,586,22,0.0,0.0,0.0,0.0,0.0,5,1,1,0,1,2,0,3,0,3,0,0,1,12,3,4.0,1,1,0.6,0.45,249,1,0.3,3,1,0,0.0375,1,1,6.375,3.1355,26.64,0,0,0,0,1,0,1
2014,4,16,0,2,0,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,1,0,1,0,0,0,17,1,17.0,1,0,0.4,0.25,93,0,0.0,3,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,1,0,0
2014,3,13,1,4,7,2,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,2,0,1,0,1,0,0,0,10,2,5.0,1,1,0.9,0.9,165,1,0.3,22,3,1,0.2857,1,1,2.0794,1.0986,3.5,0,0,0,3,1,0,0
2014,3,13,1,2,8,6,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,2,0,1,0,1,0,0,0,12,2,6.0,1,0,0.9,0.9,165,1,0.3,22,3,1,0.75,1,1,2.1972,1.9459,1.33,0,0,0,3,1,0,0
2014,3,12,2,2,49,29,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,2,0,1,0,1,0,0,0,10,2,5.0,1,1,0.9,0.9,165,1,0.3,7,3,1,0.5918,1,1,3.912,3.4012,1.69,0,0,0,3,1,0,1
2014,3,12,0,0,37,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,1,0,0,0,11,1,11.0,1,0,0.4,0.25,93,0,0.0,5,5,1,0.0,0,1,3.6376,0.0,0.0,0,0,0,11,1,0,0
2014,3,12,0,1,7,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,8,1,8.0,1,1,0.4,0.25,93,0,0.0,9,3,1,0.0,0,1,2.0794,0.0,0.0,0,0,0,11,1,0,0
2013,11,47,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,7,1,7.0,1,1,0.4,0.25,93,0,0.0,9,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,11,46,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,8.0,1,1,0.4,0.25,93,0,0.0,5,5,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,10,44,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,6.0,1,1,0.4,0.25,93,0,0.0,5,5,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,10,44,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,1,0,1,0,1,0,0,0,7,1,7.0,1,1,0.6,0.45,249,0,0.0,2,2,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,0,3,0,0
2013,10,42,1,4,0,1,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,1,0,1,0,1,0,0,0,5,1,5.0,1,1,0.6,0.45,249,0,0.0,2,2,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,0,3,0,0
2013,10,42,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,10.0,1,1,0.4,0.25,93,0,0.0,5,5,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,10,40,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,0,0,1,0,1,0,0,0,12,1,12.0,1,0,0.4,0.25,93,0,0.0,3,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,9,38,0,2,0,0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,0,0,0,0,0,0,0,0,0,13,1,13.0,1,1,0.4,0.25,93,1,0.3,3,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,3,0,0
2013,7,29,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,9,1,9.0,1,1,0.4,0.25,93,1,0.3,3,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,2,0,0
2013,6,24,2,4,0,19,0.0,0.0,0.0,0.0,0.0,3,1,0,0,1,1,0,2,0,2,0,0,1,13,2,6.5,1,0,0.65,0.55,108,0,0.0,61,4,1,0.0,1,0,0.0,2.9957,0.0,0,0,0,14,2,0,1
2013,6,23,2,3,0,857,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,1,0,2,0,2,0,0,1,12,1,12.0,1,1,0.5,0.5,104,0,0.0,4,4,1,0.0,1,0,0.0,6.7546,0.0,0,0,0,8,2,0,1
2013,6,23,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,7,1,7.0,1,1,0.4,0.25,93,1,0.3,3,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,2,0,0
2013,5,22,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,7,1,7.0,1,1,0.65,0.55,108,0,0.0,12,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,14,1,0,0
2013,5,22,2,4,0,27,0.0,0.0,0.0,0.0,0.0,4,1,0,1,1,1,0,2,0,2,0,0,1,12,2,6.0,0,0,0.5,0.4,32,0,0.0,12,6,1,0.0,1,0,0.0,3.3322,0.0,0,0,0,4,1,0,1
2013,5,21,2,4,0,22,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,1,0,0,0,12,1,12.0,0,0,0.5,0.4,32,0,0.0,12,6,1,0.0,1,0,0.0,3.1355,0.0,0,0,0,4,1,0,1
2013,5,21,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,10,1,10.0,1,0,0.4,0.25,93,0,0.0,16,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,1,0,0
2013,5,21,1,4,0,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,7,1,7.0,0,0,0.5,0.4,32,0,0.0,2,1,0,0.0,1,0,0.0,0.6931,0.0,0,0,0,4,1,0,0
2013,5,19,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,7,1,7.0,1,1,0.4,0.25,93,0,0.0,14,3,1,0.0,0,0,0.0,0.0,0.0,0,0,0,11,1,0,0
2013,2,7,1,4,0,9,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,1,0,0,0,6,1,6.0,1,1,0.65,0.55,108,1,0.3,17,1,0,0.0,1,0,0.0,2.3026,0.0,0,0,0,14,0,0,0
2013,2,7,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0,1,0,0,0,6,1,6.0,1,1,0.4,0.25,93,0,0.0,12,2,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,0,0,0
2013,2,7,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,7,1,7.0,1,1,0.4,0.25,93,0,0.0,2,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,11,0,0,0
2012,12,50,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,7.0,1,1,0.65,0.55,108,0,0.0,1,1,0,0.0,0,0,0.0,0.0,0.0,0,0,0,14,0,0,0
2012,11,47,2,4,0,116,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,1,0,0,0,8,1,8.0,1,1,0.65,0.55,108,0,0.0,33,4,1,0.0,1,0,0.0,4.7622,0.0,0,0,0,14,3,0,1
2012,11,44,2,4,34,17,0.0,0.0,0.0,0.0,0.0,5,1,1,0,1,2,0,2,0,2,0,0,1,13,3,4.3,1,1,0.7,0.6,39,1,0.3,2,2,0,0.5,1,1,3.5553,2.8904,2.0,0,0,0,12,3,0,1
